Lot/Order ID,AM or PM,Browser Info,Company,Fabric Type,Material Composition,Color/Pattern,Quantity (Meters),Price per Meter,Credit Card,CC Exp Date,CC Security Code,CC Provider,Email,IP Address,Language,Purchase Price,Shipping Address
841 - 426248,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Luxe Garments LLC,Silk Satin,100% Mulberry Silk,Off-White,1074.29,45.0,3853247250583334,04/32,135,Mastercard,purchasing@luxegarmentsllc.com,105.255.207.8,fr,48343.05,"4475 Industrial Pkwy, Suite 199, Textile City, TX 78824"
897 - 863116,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Modern Textures Inc,Canvas,100% Heavy Cotton,Emerald Green,1363.62,11.0,7694535365974669,09/29,926,Visa,purchasing@moderntexturesinc.com,44.40.90.88,fr,14999.82,"6161 Industrial Pkwy, Suite 21, Textile City, TX 79386"
814 - 108304,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Group,Linen Blend,55% Linen / 45% Cotton,Mustard Yellow,1176.53,14.2,5269255966472130,08/32,382,Mastercard,purchasing@elitefabricsgroup.com,162.60.136.47,es,16706.73,"2107 Industrial Pkwy, Suite 487, Textile City, TX 77342"
153 - 800131,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion LLC,Chiffon,100% Polyester,Olive Green,1241.83,6.25,6145430796373100,09/31,802,Visa,purchasing@ecoweavefashionllc.com,54.72.61.21,fr,7761.44,"9094 Industrial Pkwy, Suite 238, Textile City, TX 75756"
670 - 394493,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Inc,Linen Blend,55% Linen / 45% Cotton,Navy Blue,721.06,14.2,4268744701732086,06/31,940,Mastercard,purchasing@ecoweavefashioninc.com,45.220.204.175,fr,10239.05,"6763 Industrial Pkwy, Suite 106, Textile City, TX 76597"
579 - 103570,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Group,Chiffon,100% Polyester,Emerald Green,223.88,6.25,5278105580002722,02/28,290,American Express,purchasing@globalapparelcorpgroup.com,18.154.116.248,zh,1399.25,"2122 Industrial Pkwy, Suite 403, Textile City, TX 76782"
881 - 517329,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Group,Velvet,100% Rayon,Mustard Yellow,1249.51,22.0,3136955286209297,04/28,230,American Express,purchasing@voguetrendsltdgroup.com,232.109.120.38,de,27489.22,"2570 Industrial Pkwy, Suite 337, Textile City, TX 78626"
332 - 833280,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp Inc,Jacquard,70% Cotton / 30% Silk,Crimson Red,614.18,28.5,5735323661850761,01/30,570,Visa,purchasing@globalapparelcorpinc.com,139.61.81.213,de,17504.13,"6344 Industrial Pkwy, Suite 29, Textile City, TX 75808"
114 - 615262,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Group,Organic Cotton,100% Organic Cotton,Emerald Green,1470.53,8.75,5838821764846735,08/32,368,Mastercard,purchasing@classictailorsgroup.com,67.78.72.244,de,12867.14,"8428 Industrial Pkwy, Suite 18, Textile City, TX 75869"
872 - 736934,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Inc,Linen Blend,55% Linen / 45% Cotton,Off-White,1289.87,14.2,8922256062953506,04/32,750,Discover,purchasing@voguetrendsltdinc.com,41.28.139.102,it,18316.15,"8157 Industrial Pkwy, Suite 151, Textile City, TX 75856"
947 - 347793,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. LLC,Polyester Taffeta,100% Polyester,Blush Pink,141.72,4.5,8418520136260846,04/30,948,Discover,purchasing@urbanoutfittersinc.llc.com,199.141.243.12,fr,637.74,"5317 Industrial Pkwy, Suite 138, Textile City, TX 79658"
174 - 938108,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. Group,Polyester Taffeta,100% Polyester,Crimson Red,137.29,4.5,6411955640919693,10/28,561,Discover,purchasing@urbanoutfittersinc.group.com,217.0.70.5,fr,617.8,"2864 Industrial Pkwy, Suite 232, Textile City, TX 76296"
782 - 115633,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Stitch & Thread Co. LLC,Silk Satin,100% Mulberry Silk,Crimson Red,668.23,45.0,1241393696789760,10/30,585,Mastercard,purchasing@stitchandthreadco.llc.com,240.247.118.21,zh,30070.35,"3137 Industrial Pkwy, Suite 77, Textile City, TX 78586"
767 - 508319,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. Partners,Organic Cotton,100% Organic Cotton,Emerald Green,230.8,8.75,8653394319165430,09/31,842,American Express,purchasing@urbanoutfittersinc.partners.com,23.81.61.151,en,2019.5,"5866 Industrial Pkwy, Suite 441, Textile City, TX 75192"
893 - 466063,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Luxe Garments Inc,Velvet,100% Rayon,Navy Blue,1388.87,22.0,9747000268764486,08/29,404,Discover,purchasing@luxegarmentsinc.com,238.45.214.209,de,30555.14,"6418 Industrial Pkwy, Suite 465, Textile City, TX 77847"
536 - 824174,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Group,Velvet,100% Rayon,Mustard Yellow,249.16,22.0,0635537309649692,08/29,180,Visa,purchasing@urbanoutfittersinc.group.com,190.194.114.83,de,5481.52,"911 Industrial Pkwy, Suite 365, Textile City, TX 78038"
707 - 588585,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. Inc,Velvet,100% Rayon,Blush Pink,555.59,22.0,1282763643159489,09/32,683,American Express,purchasing@urbanoutfittersinc.inc.com,84.211.222.64,fr,12222.98,"5513 Industrial Pkwy, Suite 395, Textile City, TX 77144"
995 - 406351,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Luxe Garments Group,Merino Wool,100% Merino Wool,Indigo Blue,812.45,35.0,4916999393449743,10/28,998,Discover,purchasing@luxegarmentsgroup.com,185.87.74.58,en,28435.75,"9820 Industrial Pkwy, Suite 178, Textile City, TX 79100"
530 - 234536,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom Inc,Canvas,100% Heavy Cotton,Mustard Yellow,538.18,11.0,1321097202170754,09/28,297,American Express,purchasing@nordicloominc.com,216.67.64.10,de,5919.98,"266 Industrial Pkwy, Suite 31, Textile City, TX 77472"
384 - 694212,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Group,Linen Blend,55% Linen / 45% Cotton,Mustard Yellow,894.41,14.2,2939002512137565,09/31,709,Discover,purchasing@classictailorsgroup.com,172.241.1.143,es,12700.62,"1392 Industrial Pkwy, Suite 482, Textile City, TX 79699"
724 - 329009,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Inc,Organic Cotton,100% Organic Cotton,Indigo Blue,1294.06,8.75,3456631138850342,04/32,517,Mastercard,purchasing@urbanoutfittersinc.inc.com,61.158.234.75,de,11323.02,"4443 Industrial Pkwy, Suite 218, Textile City, TX 76703"
771 - 213017,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion Partners,Chiffon,100% Polyester,Charcoal Grey,143.4,6.25,9686800852946902,11/26,762,Discover,purchasing@ecoweavefashionpartners.com,79.96.19.78,de,896.25,"5318 Industrial Pkwy, Suite 39, Textile City, TX 76271"
333 - 662625,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd LLC,Organic Cotton,100% Organic Cotton,Mustard Yellow,631.85,8.75,8946652752332829,04/26,239,Visa,purchasing@voguetrendsltdllc.com,39.110.104.225,en,5528.69,"3863 Industrial Pkwy, Suite 21, Textile City, TX 76797"
302 - 365959,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Group,Denim,100% Cotton,Off-White,1415.27,12.5,1675076279955302,05/31,479,Mastercard,purchasing@moderntexturesgroup.com,56.118.132.209,es,17690.88,"2895 Industrial Pkwy, Suite 130, Textile City, TX 75237"
321 - 384010,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd Inc,Chiffon,100% Polyester,Navy Blue,515.62,6.25,7190172224050764,11/30,573,Visa,purchasing@voguetrendsltdinc.com,78.211.54.160,zh,3222.62,"3096 Industrial Pkwy, Suite 483, Textile City, TX 77160"
151 - 505083,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Elite Fabrics Partners,Linen Blend,55% Linen / 45% Cotton,Navy Blue,411.2,14.2,2725812259095668,05/31,360,Mastercard,purchasing@elitefabricspartners.com,60.231.39.204,de,5839.04,"1733 Industrial Pkwy, Suite 76, Textile City, TX 75692"
188 - 149436,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Group,Polyester Taffeta,100% Polyester,Crimson Red,917.36,4.5,3586901707403925,02/30,734,American Express,purchasing@elitefabricsgroup.com,200.56.252.27,de,4128.12,"2975 Industrial Pkwy, Suite 82, Textile City, TX 79032"
497 - 884794,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Partners,Jacquard,70% Cotton / 30% Silk,Emerald Green,343.42,28.5,2205422162654963,04/31,853,Visa,purchasing@ecoweavefashionpartners.com,86.150.154.114,en,9787.47,"5092 Industrial Pkwy, Suite 267, Textile City, TX 79248"
611 - 633279,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Partners,Linen Blend,55% Linen / 45% Cotton,Crimson Red,1424.06,14.2,0205968519537749,12/27,506,Discover,purchasing@luxegarmentspartners.com,165.162.212.60,fr,20221.65,"3130 Industrial Pkwy, Suite 241, Textile City, TX 79079"
585 - 434397,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. LLC,Canvas,100% Heavy Cotton,Emerald Green,110.96,11.0,0616581292059229,05/26,173,American Express,purchasing@urbanoutfittersinc.llc.com,163.162.161.194,it,1220.56,"9628 Industrial Pkwy, Suite 215, Textile City, TX 76905"
546 - 356233,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors LLC,Jacquard,70% Cotton / 30% Silk,Indigo Blue,113.23,28.5,9420661549808513,04/31,209,Mastercard,purchasing@classictailorsllc.com,158.114.80.17,it,3227.06,"1471 Industrial Pkwy, Suite 100, Textile City, TX 76243"
196 - 969097,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. Inc,Canvas,100% Heavy Cotton,Charcoal Grey,1483.79,11.0,8158268687640191,09/28,368,Visa,purchasing@urbanoutfittersinc.inc.com,204.68.0.11,es,16321.69,"3010 Industrial Pkwy, Suite 301, Textile City, TX 79116"
609 - 563726,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. Inc,Organic Cotton,100% Organic Cotton,Indigo Blue,493.18,8.75,6646419623421926,03/27,176,Mastercard,purchasing@urbanoutfittersinc.inc.com,28.23.145.42,zh,4315.32,"4244 Industrial Pkwy, Suite 282, Textile City, TX 76777"
914 - 218245,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Group,Denim,100% Cotton,Emerald Green,1319.02,12.5,1797269999498128,12/27,213,Visa,purchasing@elitefabricsgroup.com,120.209.10.189,it,16487.75,"2854 Industrial Pkwy, Suite 371, Textile City, TX 75017"
163 - 105644,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Vogue Trends Ltd Inc,Canvas,100% Heavy Cotton,Black,297.83,11.0,3863105052438380,06/30,805,Mastercard,purchasing@voguetrendsltdinc.com,211.31.30.116,es,3276.13,"8848 Industrial Pkwy, Suite 367, Textile City, TX 78540"
267 - 962595,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",EcoWeave Fashion LLC,Linen Blend,55% Linen / 45% Cotton,Blush Pink,850.62,14.2,2838963376185186,03/29,565,Visa,purchasing@ecoweavefashionllc.com,210.55.0.250,en,12078.8,"3210 Industrial Pkwy, Suite 89, Textile City, TX 79143"
910 - 264470,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom LLC,Canvas,100% Heavy Cotton,Mustard Yellow,1247.01,11.0,1883527918750677,07/26,766,Visa,purchasing@nordicloomllc.com,54.3.51.220,it,13717.11,"4464 Industrial Pkwy, Suite 136, Textile City, TX 75614"
736 - 233625,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Group,Canvas,100% Heavy Cotton,Olive Green,607.48,11.0,7815969838457202,12/29,485,American Express,purchasing@classictailorsgroup.com,55.181.48.36,fr,6682.28,"7443 Industrial Pkwy, Suite 114, Textile City, TX 77523"
731 - 631868,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. LLC,Chiffon,100% Polyester,Black,947.17,6.25,9460742990747296,07/30,411,Visa,purchasing@urbanoutfittersinc.llc.com,136.11.1.142,zh,5919.81,"7592 Industrial Pkwy, Suite 167, Textile City, TX 79079"
361 - 686311,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Inc,Canvas,100% Heavy Cotton,Charcoal Grey,1175.79,11.0,1839841673478536,12/30,649,Visa,purchasing@classictailorsinc.com,148.14.135.75,fr,12933.69,"261 Industrial Pkwy, Suite 415, Textile City, TX 79955"
270 - 795081,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. LLC,Polyester Taffeta,100% Polyester,Olive Green,201.34,4.5,1026270664890082,05/30,953,American Express,purchasing@urbanoutfittersinc.llc.com,68.0.97.224,it,906.03,"774 Industrial Pkwy, Suite 178, Textile City, TX 78952"
412 - 799145,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Luxe Garments Group,Linen Blend,55% Linen / 45% Cotton,Indigo Blue,1371.18,14.2,8563027500030566,02/30,990,American Express,purchasing@luxegarmentsgroup.com,103.198.149.25,zh,19470.76,"4377 Industrial Pkwy, Suite 402, Textile City, TX 79631"
296 - 965565,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Partners,Merino Wool,100% Merino Wool,Charcoal Grey,489.37,35.0,9087018726001365,12/26,148,Mastercard,purchasing@classictailorspartners.com,76.67.22.101,es,17127.95,"4593 Industrial Pkwy, Suite 350, Textile City, TX 77809"
532 - 685761,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Inc,Polyester Taffeta,100% Polyester,Emerald Green,362.41,4.5,0622155996725622,03/26,723,Visa,purchasing@voguetrendsltdinc.com,174.150.225.204,en,1630.85,"4337 Industrial Pkwy, Suite 265, Textile City, TX 77517"
591 - 507683,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Inc,Silk Satin,100% Mulberry Silk,Crimson Red,1067.2,45.0,9396521383507124,06/31,456,Mastercard,purchasing@urbanoutfittersinc.inc.com,232.28.1.190,de,48024.0,"6561 Industrial Pkwy, Suite 75, Textile City, TX 76514"
193 - 171292,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Vogue Trends Ltd Partners,Polyester Taffeta,100% Polyester,Crimson Red,1083.56,4.5,7264883958558522,10/31,412,Mastercard,purchasing@voguetrendsltdpartners.com,92.51.207.30,zh,4876.02,"5468 Industrial Pkwy, Suite 260, Textile City, TX 78016"
729 - 188115,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp Inc,Chiffon,100% Polyester,Olive Green,1111.11,6.25,0805491477447353,06/32,244,American Express,purchasing@globalapparelcorpinc.com,230.151.57.214,es,6944.44,"2051 Industrial Pkwy, Suite 192, Textile City, TX 79756"
407 - 836444,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Luxe Garments Inc,Jacquard,70% Cotton / 30% Silk,Black,1471.58,28.5,9305378803318361,02/31,305,Mastercard,purchasing@luxegarmentsinc.com,121.19.242.130,zh,41940.03,"2968 Industrial Pkwy, Suite 425, Textile City, TX 79561"
169 - 469755,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Partners,Jacquard,70% Cotton / 30% Silk,Indigo Blue,197.21,28.5,3048625152174653,06/31,331,Discover,purchasing@elitefabricspartners.com,156.54.182.109,it,5620.49,"7937 Industrial Pkwy, Suite 106, Textile City, TX 77396"
385 - 500048,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Modern Textures Partners,Polyester Taffeta,100% Polyester,Indigo Blue,933.91,4.5,6296914336299946,11/32,540,American Express,purchasing@moderntexturespartners.com,159.14.18.29,en,4202.6,"8820 Industrial Pkwy, Suite 314, Textile City, TX 79539"
448 - 602992,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Elite Fabrics LLC,Velvet,100% Rayon,Mustard Yellow,685.16,22.0,5211896844246488,05/30,869,Discover,purchasing@elitefabricsllc.com,155.189.251.85,it,15073.52,"9455 Industrial Pkwy, Suite 188, Textile City, TX 79259"
229 - 643490,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd LLC,Merino Wool,100% Merino Wool,Mustard Yellow,1225.78,35.0,1797891248839717,01/28,868,American Express,purchasing@voguetrendsltdllc.com,214.136.105.109,es,42902.3,"2719 Industrial Pkwy, Suite 277, Textile City, TX 78204"
635 - 209902,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Group,Velvet,100% Rayon,Black,963.9,22.0,3885681193978145,10/26,940,Visa,purchasing@ecoweavefashiongroup.com,54.53.227.120,zh,21205.8,"869 Industrial Pkwy, Suite 199, Textile City, TX 77585"
251 - 687489,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Nordic Loom LLC,Denim,100% Cotton,Emerald Green,1439.86,12.5,3515880705326011,10/27,906,Visa,purchasing@nordicloomllc.com,148.64.242.79,de,17998.25,"5263 Industrial Pkwy, Suite 188, Textile City, TX 75993"
349 - 858652,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom Group,Linen Blend,55% Linen / 45% Cotton,Blush Pink,1148.41,14.2,8581810450243736,02/28,813,Discover,purchasing@nordicloomgroup.com,47.225.40.56,it,16307.42,"5812 Industrial Pkwy, Suite 270, Textile City, TX 79911"
510 - 695958,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. LLC,Polyester Taffeta,100% Polyester,Mustard Yellow,1195.29,4.5,9005856154731566,04/30,599,Mastercard,purchasing@urbanoutfittersinc.llc.com,41.51.194.75,de,5378.81,"6537 Industrial Pkwy, Suite 499, Textile City, TX 75348"
775 - 240534,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures LLC,Silk Satin,100% Mulberry Silk,Indigo Blue,1345.29,45.0,7028966605342816,05/28,170,Discover,purchasing@moderntexturesllc.com,171.236.165.163,de,60538.05,"5584 Industrial Pkwy, Suite 284, Textile City, TX 77454"
519 - 968467,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. Group,Merino Wool,100% Merino Wool,Charcoal Grey,707.27,35.0,0388027304276362,09/32,204,American Express,purchasing@urbanoutfittersinc.group.com,147.117.162.204,de,24754.45,"454 Industrial Pkwy, Suite 304, Textile City, TX 78373"
688 - 936016,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Jacquard,70% Cotton / 30% Silk,Navy Blue,246.89,28.5,4909228849874551,12/27,951,American Express,purchasing@moderntexturespartners.com,137.63.232.69,de,7036.36,"448 Industrial Pkwy, Suite 338, Textile City, TX 78480"
